2022-07-23/09:20:51		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:23		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:24		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:25		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:05:26		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:25		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/10:31:26		 wafer_29012020_050617.csv: File loaded successfully!!
